Channel,Title,Rating,Review
ABPnews,"ABP News, Quite Professional A TV News Channel",5,"After coming from the day long work place, when you desire to relax at home, it will be extremely amusing to sit before the TV and switch on to ABP News TV channel. It has become one of the very few most popular TV news channels today with a fantastic TRP. I am a regular viewer of it and very much motivated to bring a brief review about this channel. About The Channel: On 18th February 1998, when there were very few TV channels were available on cable TV network(no DTH was there then), a new news TV channel by name'Star News' came live on Indian TV network that belonged to famous Star group of TV channels. Hard work of its journalists and the administration made this channel extremely popular among the people of our country and it emerged as a perfect yard stick of professional journalism in our nation. In the year 2012, this channel was procured by Kolkata based Anand Bazaar Patrika(ABP) group and since then it was renamed as'ABP News' what we see today. Range of Programs: It is basically a news oriented channel and known for its news coverage in a quite professional way. Famous journalists like Vijay Bidrohi, Deewang, Abhisaar, Romana and Kishore Azwani are the main attractions of this channel. A program called'Khabbar Dinbhar' runs most frequently that updates with recent news materials.'Aaj Ki Baat' is another debate show that involves invited guests from different political parties and experts to discuss on a current affair. This is very informative and interesting as well. At 8 o'clock in the evening, a program called'Aaj Ki Taareekh' is another news analysis program hosted by Abhisaar is a brainstorming program too. At 10 o'clock in the evening, '24 Sahar 24 reporters' is a news coverage program that covers the news from all corners of the country.'Wah Cricket' is the sports program hosted by Romana is very interesting involving experts like Manoj Prabhakar, Vinod Kambli and Murli Kartik.'Press Conference' telecast at 8 o'clock in the evening on Saturdays is the main attraction of a week wherein a guest(usually political leader) is questioned by four to five journalists rigorously and hosted by Deewang. DTH Service: ABP News is telecast on channel number 454 on Tata Sky, 406 on Reliance Digital TV, 569 on Dish TV, on 250 on Airtel Digital TV and in many other DTH services too. A lot more can be written on this channel, but I could point at a few important features that I thought necessary. Please rate how's that. Thank you."
ABPnews,Usless news,1,"ABP news commonly known as star news is the worst news channel in this channel there is debate organise and political leaders from different parties fight against each other on topic which is none of their concern. . sometimes it ends up hitting someone face or by disrespecting someone sometimes I think one of the lier of the country is the news channel to gain popularity their reporters can do anything even if a severe victim dying on the road they will not help them and ask them how did this happen who was behind you, where is your family and lots of irrelavant question why guys if your father is victim would ask the same or take him to the hospital, you must be correct if you are making others correct you need popularity and you guyss can do anything for that."
ABPnews,Bed,1,I wanted to do a quick review on my experience with bank of baroda.Bank of baroda is a nationalized bank and has continuous competition from other private banks in regards to customer service quality.I have been a saving account customer with them from last few years now. When I opened the account just like every other bank they handed over the e-banking details and informed that the password would arrive in 7 days. One thing about the e-banking with this bank is they focus a lot on security and have signon password and account password which is great With the account details page you can view your deposits and your account details . What is upsetting about this bank is you can’t swipe their card everywhere as there are lot of charges coming your way . I have been charged for filling petrol and even when I enetered the visa card on ebay there was a charge of 14 rupees which is ridiculous. Also they have actually improved their website now . I faced issues with their website and was without e-access for months even after writing to their support . Even the branch services are still those monotonous old banks and the customer centric approach not to be found. Also I tried encashing a one time reiumbursement cheque issues by cathay pacific in dollars for damaged baggage and the guy at the bank says I would need to make a bond of 500 rupees for me to get my claim of 6000 in dollars which is absolutely hopeless. Benefits-* Being a nationalized bank has govt support and hence safe Very secure when it comes to e-transactions with added security firewalls available on mostly all the eCommerce websites unlike citibank( private) good number of branches and atm’s compared to bank of Maharashtra Demerits -* customer care and retention nominal bank centric not customer centric approach Lack of tie-ups hence less features offered on the card.
ABPnews,Boring news channel,1,Star news is one of the most worst news channel in the present day.Star news after become the ABP news. The news of this channel is very boring the way they represent news is very poor.The news which they show is sometimes too much fake just for the earning the TRP.The quality of the news  is very poor as compare to the news channel. The host of the ABP news is not very experienced sometimes they unable to express the news in the proper way.They always repeat the news so people gets bore. Today many good news channel is available so it is better to watch that news channel.For earning the money they always show too much advertisements so people gets bore.The quality of the programs  is not up to mark.Sometimes they repeat the same news.ABP news is average news channel.
ABPnews,Not that good,3,"This news channel is not that good and it does not show that much truth about the news and hides a lot of facts about the true news. I have seen them manipulating the true facts and keeping in front us in a way as such they have covered this much. their reporters are quite good but the way they produce the news on the air its really embarrassing. they are definitely associated with some political house and they try to run their agenda through that. I have personally seen their reporters asking blunt questions from a particular party spokesperson. they create a buzz of any useless news and try to gather the attention of audience. their political segment news is their target and they always try to run their agenda through their mindless reporters. sometimes I feel that that they have recruited reporters like neha who are so dumb that they cant even appear unbiased. they are so dumb that they cant even pyt their questions properly, I recommend you not to listen this news channel and move to someone else."
ABPnews,Some Programs are Too Good,4,ABP news channal anchors have good experiance to handle any debate . This channal have many entertaining programs like sas bahu or sajis.i think this channel is probably dedicated to only this program SAS BAHU OR SAJIS. Anchor ABHISAR SHARMA have good knowledge about politics and social activity.Debate on this channel is also wonderful. Anchor handles all the guest very well. The show press confrence have an resolution in all news channels. DEEBANG is also the knowledgeful reporter ever. I really appriciate this channel
ABPnews,Use less debate.,1,According to me. this news channel is not a news channel its like a totally nonsense. I watched this channel many time news is just OK how they are presenting the news but debate is totally useless. mr. deepak chorasiya he man is totally unfit for the debate. when this man anchoring the debate I changed my channel. because. this man ask totally useless questions. maximum time same persons for the debate this channel always interfere in the talk of debate. mr. deepak did not allow to anyone to complete their point. this channel should move on from the deepka chorasiya. the main reson to dislike this channel is deepak chorasiya. never watch this man anchoring.
ABPnews,Not really a news channel,2,It started in collaboration with a foreign firm and became independant a while ago as ABP. Tough very earnest initially its has lost its sheen over the time. Not only has the journalist standard have gone down but also the efficacy has gone low. The debates are more about yelling at each other. News sections are least informative. They miss out on all the important details. Journalism should be unbiased. These people tend to act as social judges for society. The adds seem to run all the while with some news patches  every now and then. And that male anchor who runs around with a mic in hand is annoying. He yells over his throat to make sense ending up making none.
ABPnews,ABP news channel .....Hindi News,5,ABP news channel is the new one to news channel world.I like their news representation Which I like them.Their news quality and new equality method  to all news channels. It's be an a Hindi news channel and just launched some years ago. Its be an a tough competition in the news channel now.but it makes its place. I like its hosts and display news way.Its be different and their  anchors and reporter all done a best way how they can show the incident and how fast the teach destination.Important news bulletin time fatafat news and entertainment time by serial recap all are clear manner .and best time shows . Its be an complete package of all type of news .They can also help the people which is stand against the police and law which can show  people cases which are not give attained by the corrupt. Governanent. I can recommend it to all its be an a best channel .News Topper my way . Thanks
ABPnews,Developing News Channel Of India,4,ABP news channel be now a rising news channel of India. The news channel is come in existence in the year 2014 starting when that is not so much favorite channel. But now its becomes mist popular channel. In previous or its starting time its now its not a good channel fir news. ACHIEVEMENT. Abp news reaches a new height in the end of year almost with the most popularity and ratings and also a competition with the other news channel. WHY I LIKE ABP NEWS CHANNEL is because the debates and their host which I like most to conduct an extra knowledge about the nation . I collect many other general knowledge which help me in the competitive exams. TELECASTING AND REPORTERS. The telecasting and reporting crew members of the abp news are youngsters that's why I like it most the young generation of India help in development of it . NEWS DEBATES AND THEIR TELECASTING TECHNOLOGY The most favorite are debates on the election time occurs on the news channel and also help me to make our vocabulary full of general know ledge. The camera man and their reporting are fabulous how they collected news and show on channel . LANGUAGE. Its an Hindi language news channel and its users and popularity increases day by day. MY OPINION AND EXPERIENCE Acc to my opinion u should try this channel once a time it is suitable for all best .otherwise choice is yours what u like. Thanks
ABPnews,Some what extent ABP is the best.,4,"Various news channels are popular in india. But, ABP channel is something special. I mostly watch and prefer in the time of publication of election results. At that time I can see the whole details of result on the screen. This speciality is my favourite which brings eagerness inside my mind. Nothing in the world is absolute in nature. There are some disadvantages of this channel which bores me a lot. More advitertisements are relayed after a short news time. Debate sessions are boring. In the modern era it is the most valuabe news channel. I apprecite that."
ABPnews,About newd,1,Only pagal news bolane ka koi tamiz nahin hai yah news ko band karo fashion Karke aate kuchh matlab Nahin humko kya sikhana hai kya sikhana hai
ABPnews,Do we need background music,3,I watch ABP maaza daily. Good coverage and good anchors. But do we need the background music all the time.?The background music is irritating.
ABPnews,RAPE IN HYDERABAD,3,Hi have been watching the News today so so proud of the POLICE????????welcome. They should have the Saudi Law every where around the world. The only thing I dont like about ABP NEWS is they all over each other and it's like they are all shouting they should watch the ENGLAND NEWS when in debate.??.WELDONE INDIA POLICE you have done proud to women. First time justice in INDIA.
ABPnews,Hi amritpal,4,"Thay was very very frash need to be a good time to time and pay only the best price on the day of my life, but it is 1678 sir's baby, a bit more time Al and jatt, but had bulb just to j1b 1bw11 aunty again and the family of four of 11& refid to make a difference to the end of the most important thing is that the new year to you, I have a look at the moment, but I think I have a look at the moment, but I think I have a look at the moment, but I think I have a look at the front of the most important thing h, I have a look at the moment, but it would be a good time to time, and I will be very thankful to you it you let me know if"
ABPnews,Good news channel,5,"When the agreement with the NDTV expired in 2003, STAR News was transformed into a complete Hindi language news channel, part of STAR and ABP tie up.In 2003, the contract with NDTV ended and STAR decided to run the channel on its own. However, the government introduced a guideline capping foreign equity in the News business to 26% . STAR then entered into a JV with The Ananda Bazar Patrika group to form a company called Media Content and Communications Services Pvt. Ltd. ( MCCS) which ran the channel STAR News."
ABPnews,India Pakistan issue,5,This channel is very good news channel. .we always wath and depend abp news.coz this channel give awareness .give updates news of india pakistan issue we proud ABP news channel all time update india Pakistan issue with channel. .so  my family always watch this channel and my all frnd and relative. when I go to out of station I recommend ABP news channel coz of true and very sensitive news company of our india so we love ABP and abp jinda bad.the hart of news of india I like and especially news .
ABPnews,Nice and reliable,3,"The news chanel is an excellent option for getting info of the matter going all around us and also help us to be connected to the world, in my opinion the claim the channel use to make at every time that they are the one who brought every sort of news from the very place to you faster that the other channel is true. They have the potential to grap their viewers and making them realise the news they are involved in is of their use. The news in my opinion is very good and we all should appreciate the way they are working."
ABPnews,Best hindi news channel,4,I like this abp news so good all news conect my mind specialy mrs ravis very good The channel  cqn view nationalism I am a fan of ravis kumar evert news so othentic and good Picture quality goog and sound iffect good I can see the news and not quary end of news If I bileved not a abp news thats a nationalism news the channel news name is nationalism news India and international news fustely in abp news so fast and so good The channel can conect in my mind and glad to tuch my thought Realy good
ABPnews,Major news,4,"The ABP news channel is the best according to me. it shows the best  news. ABP is somewhat  better  than other channel. because it don't show the borring news like some other news channel. most  time I hear that  the  people  talk  about  the  abp's  showed  news. so it reaveals that the most people see ABP  news  channel.there  for I also see that ULTIMATELY, I SUGGEST ALL OTHER NEWS CHANNEL WHO PERFORMING INFERIOR NEWS  AND UNFRUITFUL TO PERFORM BETTER NEWS AS ABP."
ABPnews,Best news channel,5,Abp news have a top news channel in india this channel have many types of reginol languages like gujarati hindi malayam etc. It have live for some event of this channel this channel  have top rating in the news channel and trp have in top 10 listed.many views are have unique in this movie also. I have recommended  for this channel have the same there to like competitors  like aajtak this channel earlier known star news
ABPnews,"My Favourite Program on ABP News is ""Ramrajya"".",4,"ABP News is my favourite news channel. I like this channel's every program. ABP News is an Indian news channel owned by ABP( Anandabazar Publications) Group. It was earlier known as STAR News and was owned by a joint venture between News Corporation owned STAR TV/Fox International Channels. It's sister channels are ABP Ananda ABP Majha ABP Sanjha I am Bengali so I like to watch ABP Ananda. It's program is also wonderful and totally information related. Some programs are best for me, which are: 25 KHABREIN FATAFAT KHABAR DIN BHAR SANSANI SACCHI GHATANA They are master in investigation of particular news. It's program like Pradhanmantri is wonderful for students. It's all about history and politics. Pradhanmantri( The Prime Minister) is a political documentary series, hosted by actor-director Shekhar Kapur. Another program I like most is Ramrajya. We know about Lord Ram and his state where people was so happy. They had organise this series by visiting many countries for finding the most happiness way of life in various sectors. Below I given some example: Ramrajya - Episode 7: China has Ramrajya in terms of Development and India needs to learn from it. Some might argue that it is difficult to apply corruption free formula or a great metro service of Japan to india which is a larger country. But China has done it. Then why can’t India. The effort to develop by inviting foreign investments helped the Chinese economy a lot. Apart from that, inviting and imbibing technological advancements from abroad was another step. The most important was owning private property. This became the basis of economic development. Ramrajya - Episode 2: Finland's free and equal education for all is a model for India to follow. In the second episode of Ramrajya, Finland’s education system is a perfect example of a system with ramrajya. In Finland education is equal and free for all the students. They are being provided by each and every type of facility to make the education worth enjoying and learning. The dull students are focused upon more. The best part of the Finland’s education was that one teacher is provided till the students reach grade 7. This helps in making a good contact and repo with each and every student. Ramrajya - Episode 3: Denmark is a corruption free country and India needs to follow its footsteps. Ramrajya – Episode 3: Denmark is a corruption free country and India need to follow its footsteps. In Denmark, the government officials do not even accept flowers or chocolates as bribe. Denmark has been ranked as number one in the honest countries list of 2014. My friends you can watch this program on YouTube. This program was my favourite, that's why I wrote about that. Thanks to all."
ABPnews,ABP News popularity .,4,"ABP News channel is a very popular news channel , I think it is more than 10 years old news channel .I like to watch this news channel daily all the reporters and anchors are performing well. The most likable part of that it's  film entertainment gossips are so nice that we can't amazing they showing us live scenes when ever this situation created in our nation most of the important and nice about abp news is that they never breaks there news when they comes live in our home they covers each and every parts of the news so abp news is famous rather than others news channel."
ABPnews,A good News Channel,4,"One of the best news channels in India. I have been watching this news channel since I was a kid its never changed its service its always given its best service to date. First, the name was star new but it changed to ABP new but the name might have changed but the service and the name is still the same nothing has changed it's providing the best new as far as possible and fast too. Recently they launched the app for smartphones so you can download and watch the latest news from anywhere and any time. I also sit at the night to watch FATAFAT which gives the best new in half an hour it covers the news of the entire day so you don't miss out on anything so anyone not watched this news channel go ahead a watch or download the app for free"
ABPnews,Not bad...not good...average,2,"We have freaking 100s of news channels on our tvif we count all international, national English, National Hindi and regional language. It is a cut throat competition out there. In the segment of Hindi news channels since the target audience differs from English news channels.most of the programs are loudly packaged. And stupid issues are raised. ABP News is offcourse one of them. I would rate it the number 2 Hindi channels in the aspects of quality of programs. The number 1 will be NDTV News and number 3 would be AAJ tak( I said this in the context of quality programs) Nowadays news channels doliterally anything to higher their TRPs and earn money. Almost all of them are biased to some or other political party.it is more of'paisa feko, tamasha dekho' trend. In this entire scenario ABP news is average not so good not so bad. Star news was worst.since it has become ABP the quality of the programs is raised. Anchors on this channel are not very good or not ver bad. They fail to impress. So, go for this one if it is fitting into your budget.but if you do not opt for it.honestly it doesn't matter."
ABPnews,Such a farji news channel,2,Abp news is hindi news channel previously known as star news. It is not a good news channel. It not shows the news we needed. Repeat and repeat telecaste comes over the news channel. They only serves glamourous type of news to collect their TRP. When we watch another news channel as compared to this channel we seem to those channel are better than this news channel. When we watch the same news again and again we get bored of that news and finally we have to change the channel. Abp news can't be favourite of viewers due to its weak news presentation techniques. It will be better when tgey try to improve their quality. Please stop to show the other fake type of news and shows what the people wants and need. Don't recommend this channel to viewers.
ABPnews,Best news channel,4,"ABP news channel is one of the best news channel. News broadcast in this channel is very informative. Features of this news channel are:- it has great reporters, full disclosure of every news, news headlines, camera effects are also good. etc. ABP news means AAPKO RAKHE SABSE AAGE.  all shows shown in this channel is very good but my favourite one is Saas Bahu aur Saazish. This serial is about latest update of serials shows on different channel, upcoming news about serial, twist and turn of serials, TRP reports, etc. It is aired on Mon to Sun @ 2:30 PM. I love this serial. It is one of my favourite channel."
ABPnews,Best news channel,4,"Dear readers, my reviews on India’s no.1 News Channel “ABP News”. It is the best in these days because they are very quick in getting the news around the globe and present it to the viewers with precise correct information. Another similar channel is “Aaj Tak” but they are a bit slower in getting the news and they are more in boasting about their channel. The anchors and the editors of this channel are working very hard which can be seen with the quality of news they provide in very short time period. Their on field reporters are also very formative with their sources very trust worthy. This channel has the maximum number of on field reporters than any other channel. The only bad thing about this channel is that they have very long commercial breaks very regularly. They should definitely cut short this time period.There are many other competitive channels like “Aaj Tak”, “Zee news”, “Ibn 7”."
ABPnews,Political news,3,Abp news is previously known as star news. It is one of the leading news channel of media they have good and experienced reporters with a panel of experts. I like the reporting style of kishore ajwani and shrivardhan trivedi but there is one concern with this channel is that It hikes political issues majorly. The evening shows are full of live debate and most of the time they have a political agenda. They are concentrate on political news more and other issues less as india is a very big country issues of every part should be discussed in national news. Abp news is also available in app available in play store apple store and for windows mobile. Abp news has a large network of reporters and they provide news very fast. Many times I saw any issues are first reported by abp news
ABPnews,ABP news,4,"Star news now it is known as ABP news. ABP news is an indian news channel owned by ABP group. It was launched in February 1998. There are many sister's channel of ABP news which are ABP Sanjha, ABP Ananda and ABP Majha. The full form of ABP is Anandabazar patrika. The ABP news keep us up to date it shows all the national, religional, world and local news. They show image or video footage of anything wrong which  is happening around the world. I love to watch this channel as it is really good. It gives us correct information of everything like crime,  elections,  terrorism and many more. It provides a news bulletins which I love to watch it gaves the short information of every thing which we are not able to watch the whole day. The tone and way the of presenting the news is really good. There are two anchors who present ghe news which is reported by the reporters. News related  to traffic, entertainment, meteorologist and weather is also shown on this channel."
ABPnews,They are killing the purpose of news,1,I believe the purpose of news should be just informing people and not creating 'strong' opinions. I have been following all major news channels in India and I found all of them have their strong opinions and they are just trying to prove what they think is right. All this is story with all news channel and star is on the top. All it does is it is trying to'sell' news rather than impart news. After lot of research I found two news channel aÂ lot lot lot better that is Lok Sabha TV. Rajya Sabha TV. They are the best according to me
ABPnews,A garbage called Star News.... huh...,1,"I really feel ashamed after watching star news.What a crap they shows on TV. They try to put their agenda in the mouth of interviewer. They always try to put ""masala"" on normal news with sounds/music(bollywood songs . give me a break). Their news headline does not have a head not a line.They thought by putting a White text on Red banner will make their POS attractive. They have a pathetic news section called as ""wah cricket"". Looks like they spend whole of their life in getting a glimpse of a cricketer and then show the same shot 100 times in a 2 min news with their BS commentry copupled with bollywood music and sounds . They don't understand their social responsibility and run after cheap news and add masala's . If you look at their news reporter voice seems as if they are going to fight.Shouting at top of your voice does not make a news worth watching. I will keep Zee news/Aaj TAk/India news in the same sh*t category. Really they don't deserve to be a channel at all.Really frustrating."
ABPnews,Pioneering the Pathetic Indian Media.,1,"When we were all kids our english teachers taught us how to write articles and news reports. I know its in the CBSE syllabus. But I was always taught that ""the news"" is and HAS TO BE impartial. Star news is something like a pathetic soap opera when you compare it to the news channels like BBC or CNN. This is not because Indian news agencies are not good its because the news in india has become nothing less than a top comercial object. They show what sells. But trust me most of it is glamorised stories!. While Star fancies itself(like all other news channels) to be the best. It claims to keep you ahead. ""Aaap ko rakhe aage"" But what it does is quite the opposite. It airs many programs like ""Sansani"" and special reports about ""Kiski kaar kiske upar"" or ""Who is the father of some heroin's son"" They ussually deprive the general public of what they need to know. Apart from depriving the public of what they need to know the indian media is also playing top role in destroying the nations harmony. Consider the recent riots between veena's and gujjars in Rajasthan, a responsible news channel shall stick to facts and say something like ""The violence in rajasthan escalates as the communities clash, these many people are dead. these trains are cancelled. these many people are stranded for these many days"" But The commercial news channels will show repititive footage of ""isolated incidents"" and make a story as if the entire state is in complete mayhem and say something like ""What the damn is the government doing"" I just cannot explain the disgrace the ""Commercial news channels"" are to the nation. Guys lets dump these channels and stifl to DD news which atleast shows impartial news and not makes issue of small incidents. Also I hate the way 5 full days the channel was airing MR. Bacchans wedding while there were other important things happening. Disgusting"
ABPnews,Feed Back for Sratnews.,5,"Mouthshut .com teams for giving me this oppurtunity  to say  Something regarding our Media Parteners and allow me to share my thought among myn all Friends and Viewers. I, ve chosen STAR  NEWS, as my Mostly worth News Channel and the whole Star Network. Why Starnews Becoz Long back Some where around a era started of TRP in year 99-2000. With the Starting of KBC, Kahanni, Kyunki, all three in a line to tap Viewers from 9 to 11  was not a joke at tht time when media was not much into picture the concept of Trp Came into Existence and hence followed by all and the competiton followed on. Lot many Mrkt Research and Data Mining had been done at that time  but ""Creativity Comes along with Innovation"". Very much thanks to CEO, Mrs Kapoor, Miss Kapoor, Mr. Bachchan and all teams of Star News. Subh Savere, News at 8, 10, Sansani all are the serials which give us many information to us  which ultimately helps us regarding daily GK. Lot Many news Aticles are their in which the Starnews Was thew first coverage to shoot it and to present it to their viewers and and will always remain first to give its 100% Regarding every areas. Lot many Sectors such as Pharmaceutical, Manufacturing, Agricultural and various Areas are covered in form of GK, Politics, Social News, Corporate  news etc. I as  a student of MBA Marketing in 4th Sem Learned and helps me a lot in invading  news awarenes and news regarding Busineess Segment to cover a paper of mine in my Curriculum, really I m very thankful to STARNEWS and to all team of it, I had St starnews channel on no 1only bcoz the day stats with no 1 News and News Channel. Hope I had covered all my points what Im wanted to Sayor to give in form of Feedback  bcoz it is the way to improve more about it."
ABPnews,News with Zeal,3,"As we know that the news channel play the key role for showing the right image of the country in every sector. like Sports, Politics, Economy, Socity, events etc. This is the Mirror for understanding the secniorio whta's going in country and whta is the future plan. the star news is the really very Productive and trust worthy chennl. it have the zeal in produce news.and try to present in the effective manner so that every body can understand the actual condition. not emphasis such matter that can be raise.and alwasy try to raise over voice in every issue.and generalized the news. specailly the some of the special programme that arrange by star news.that's really teriffic. and about anchoring they present very good way.and the range of the any specifc news depend upon the priority of the news.this is one of the good plan of the star news. so this is really a good nesw channel"
ABPnews,Aapko paagal karw,1,"If you are still wondering at the title of my review well then let me explain to you that is my takeoff on star news channels catchline as it precisely does the same as in mentioned in the title.the news channels in the years gone by were supposed to provide the best news on sensitive and important national  and local issues and maybe sports but as you must have noticed everything in india  is undergoing changes and news channels are no different as trpisation of news have  occured and channels themselves have become theatre of absurd and leading the pack according to me in this case is definately star news star news according to me is the worst news channel according to me but hold on arent we getting the defination of the channel as it is mostly a tv taboloid if one owere to look at the programmes on it  recently as most of programmes are on tv and film stars  with certain film pairs impending marriage in varanasi being their centre point garnished by round the clock reporting.it airs all  the news it can get hands on without verifying the facts which in recent times really include bizzare ones like a person predicting his own death beforehand,prince rescue drama which according to me was nothing more than a child falling in a ditch and rahul mahajan  wife beating case and its programmes are  more horrifying with title that suggest of cheap erotic hindi novels rather than a news programme like mauth kuvapatni ki shaddish and many others which I cant remember but wht takes the cake or my nerves is the programme sansani which is hosted by a long haired person who himself seems to have served a jail term is the worst with all those local murders being glorified  and earm piercing baritone of the anchors.star news today has become a set up avenue for those seeking two minutes of fame legally or illegally .i also think that the stnews has also taken the wind out of once revolutionary term breaking news with it putting irrelevant and sundry items under breaking news . ithink if you are looking for serious news avoid this channel"
ABPnews,Sansani: Jaago...Sone waalon!!,3,"Long ago...once upon a time...when TV was synonymous with DD and magazines ruled the roost, there used to be one by the name of ""Manohar Kahaniyaan"". It had stories about crime - brothers killing each other over property disputes, thefts, loots, homicides, kidnappings, rapes and all other kinds of heinous crimes...With pictures of victims and suspects scattered, the actual report was made as sensational as possible. Result: People gulped down every bit of it and I must say it was among the pioneers of current reality shows on TV albeit in a printed format. True - a reality show with people committing crimes isnt possible. So what do you have instead? A surrogate reality show! Yes. Where you have ""natya rupantaran"" or dramatised version of the events. Its always one's ultimate dream (or nightmare! as you take it) to be at the scene of crime.  ""Where were you on that fateful night of 22 November,2002?"" (Ummm..aaa.. I was..aaa..I guess I was sleeping mi-lord!) Alibis, hostile witnesses, false convictions, long running cases - all these have two sides to them. ONE - the partcipants - the victim, the criminal, accomplices, witnesses, circumstantial evidence..and TWO - the speculators. Then you have the third and the most important ones - the police,the detectives,the judciary on whom rests the onus of solving the mystery. And finally, you have the reporters. In the days of print media it was  ""Manohar Kahaniyaan"". Cut to today, when  we have  dozens of  News  Channels, its  SANSANI!! Star News' Sansani is a crime show aired Mon - Fri 11 pm. Produced by B.A.G Films, this show has just completed two years a couple of weeks ago. Its USP is its star host - Shrivardhan Trivedi whose get up suggests that he is released by Tihar Jail for two hours every day to host the show.  ""Chain se sona hai to jaag jayiye!!!!!!!"" - screams Shrivardhan with his typical twist of hands. His entry on the show would put the bollywood heroes to shame. If you are preparing to watch this show, make sure you put your kids to sleep, your wife to sleep if you have one, close all windows and doors, get a bottle of water, lower the volume of your television set(don't worry, Shrivardhan speaks loud enough for you to hear clearly) and then carefully seat yourself in front of your Television set. Don't get too close to the screen when the voice over says : ""Zara gaur se dekhiye is masoom chehre ko."" (Watch this innocent face carefully). As the drama unfolds, you shudder and thank god it ain't you. But when you realise how grievous and incredible the world of crime can be, you just can't relax and go to sleep. Thats what the show aims at. To make you aware, alert and know the importance of being the part of the society and not just the part of your own small family. Sansani has been instrumental in helping the law in catching the suspects, making long losts meet - all through its helpline mobile number and email constantly scrolling or splashed on the screen while the hour long show is on. I won't mind a dose of reality if that reality really helps people in their day to day lives. Shrivardhan may seem overtly dramatic but that is also a part of his and producers' sincerity as people cannot be woken up from sleep in whispers. They have to be screamed at! There have been several such shows in the past on different channels. In the past, Suhaib Iliyasi's India's Most wanted was one such show. There is another on IBN where a lady seems to be teaching witchcraft rather than reporting a crime. Sansani is an immensely popular show and though I donot watch it religiously, I am always hooked when I happen to be awake and surfing channels at night. Kudos to the team of SSSANNNNNNSANNiiiiiiii !!  NOTE: I COULD NOT FIND THE APPROPRIATE CATEGORY. Was itching to post a review after a long time so did not even wait to request the right category ;)"
ABPnews,Negligence towards naxalite attacks,3,"This is to inform the news reporters n star management that apart frm showing prince's story n bombay blast even chhattisgarh naxalite attack was important to cover but its so sad that poor aadivasis from naxalite scared places r being killed every alternate day n they get nothing except pains n sorrows.iwhen u can gift 5 lacs to prince y cnt u pay poor adivasisat least 25000 rs for their pains.35 poor people were killed n news was as small as a running advertizement on the screen.i think u people r only concerned with ur trp and dnt bother for poor naxalite 'pidit' people at all. when bombay blast is important, bus drowned in sonipat was important chattisgarh naxalite attack was important either but poor people get nothing or this may be the case when u r concerned only to money. one more thing girls caught in prime ministers if they give the explaination that they just were concerned that the security arrangements r good for our pm or not because a common man is as it is without security for life they face terrorist danger al the time. whta were spg guards doing? they could have returned them immediatly or arrested. but its very shameful that our primeministers security  n life is as simillar to us,a normal common man."
ABPnews,Headache,1,"Mostly I like to watch news channels on television at evening time. I have many times saw the news briefing and headlines on Star News. Apart from Pol Khol none of the serials and news are watchable. Frankly speaking you will get headache when you start watching star news. Mostly if you see other channels like India TV, NDTV, and Zee News, they have short description of a particular topic but they cover the entire issue in that. Where else I have seen Star News where the issue is very small but they can show that for 2 hours just fo nothing. I think star news dont have many issues to cover up thats why they stick to one news and try to stretch it to 1 - 2 hours. I have seens the host of the star news. it seems they are forced to tell more on the topic, all though nothing is left to tell abt the same. And you can notice the Commercial Break Frequency in this channel, its every 5 minutes. Oh God - it really a head ache!!! I saw the 26/6 news on all the channels. In that the Star News reporter was standing at Andheri after 2 days of the 26/6 flood. There was just 1/2 feet of water which was stable for round about 4 - 5 hours but the news reporter was giving the news in such a way that now the area will get flood. I think the reporter was stupid wasting her  4 - 5 hours giving the news about that 1/2 feet of water. Instead she should have come to chembur where there was still 3 feet water even after 2 days. Star News is the most boring news channel of all. Kindly dont waste your time watching it. If you really want to watch I will recommend three news channels which is not boring and up to the point. First is India TV with Rajat Sharma (everybody know Rajat Sharma how he delivers the news and take interviews) Second is Zee News which gives news from each and every corner of India and lastly NDTV."
ABPnews,Are they truly unbiased,1,"The way STAR news is presenting his news made me write this.  There handling the issue of   Shri SANKARACHARYA'S ARREST was much to admired and followed. STAR NEWS from the day one started to plant stories on Sankaracharya.  Read yourself how often they are changing a. They started the ransom with 15lakhs and now it has reached more than one crore. b. They were the first to leak information about Sankaracharya's acceptance in the role of murder which was also not proved yet. c. They were to leak information about Sankaracharya given statement praising Jayalalitha as the Kamakshi devi which was also not proved yet. d. They spoke so much about USHA and now they are changing there version on this. e. They took interview with Anuradha ramanan for a lengthy time.  I wish to state only 10 months back at the opening of Child trust hospital she has thanked Acharya for being the cause for her cure in her distress time.  This has come in all magazines. f. They were the first to say 10 days back that Appu surrendered at Chittor.  Eventually he did surrender their.  How do they get information which is not available with Tamilnadu police. We can go on discuss many factors of the way in which they creat perception and kill a personality image.  Since, the case in the highest court I wish not to go on the speculation war on which STAR NEWS IS RELYING ON. Instead going into the pros and cons of the case they are involving only in the perception campaign and character assassination on one of the tallest leader of Hindu religion.  Hope they will come to terms with their style and start giving true news instead of giving news by the name of moving ahead and fastest."
