Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude,Author
string,time,discrete,discrete,continuous,continuous,discrete,discrete,string,continuous,continuous,continuous,continuous,continuous,discrete,continuous,continuous,discrete
meta title=True,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta
"Wonder why Indian Media is so obsessed with this Amul Baby as per Ex-CM of Kerala as ill-educated, rescued by Vajpayee from Drug scandal/jail &amp; also a rape Accused!

If #LutyensMedia wants him to be torchbearer, it shows how bankrupt this MAC is.

#FakeNews #FakeNewsMedia https://t.co/1RKcEl4gH1",2020-10-25 21:22:21,en,,3.0,0.0,,Debashish Sarkar 🇮🇳,"Views r mine, re-tweets r not. nothing to do with profession. Laughter is the best medicine, tears r best soul-cleanser, music best purifier.",689830.0,395198.0,2005.0,7714.0,205.0,False,,,@DebashishHiTs
@SenRehmanMalik I suggest you that you should speak to Bilawal Bhutto to distance himself from the anti Pakistani disintegrated movement. You know many forces are acting as a clown in that PDM to promote their own agenda. U agree with me or no but just check indian media how happy they are.,2020-10-25 21:10:29,en,,1.0,0.0,@SenRehmanMalik,Ali Mushtaq,"Graduate in Business and Management  from Anglia Ruskin University England, currently living and working in Dubai. I am a Proud Pakistani.",1386.0,1880.0,771.0,73.0,1.0,False,,,@alimushtaqbut
Indian media is having an orgasm these days. https://t.co/A0znigbQgS,2020-10-25 21:09:33,en,,112.0,10.0,,Shahid Raza,"Strategic Affairs Editor @GVS_News, Weaponologist, Geopolitics - FTD: SASSI, @CommandEleven, Katehon, @_Nervecenter, Sputnik, BBC, PTV, GNN, @FORCEmagazine.",25536.0,7223.0,281.0,14062.0,67.0,False,,,@schaheid
@u_karnataki @GadSaad @ImranKhanPTI And that's what happens when u blindly follow Indian media,2020-10-25 20:38:19,en,,0.0,0.0,@u_karnataki,Sulemanrajaofficial,,73.0,8.0,16.0,5.0,0.0,False,,,@Sulemanrajaoff1
"Tanya Kaushal - 20 - London

@tanyakaushal00 examines the flaws with India's media system and how it's distracting viewers from the reality of government.

Take a look on our website: 
https://t.co/H6EzPQ8Vze

[#india #media #government #scrutiny #covid19 #bollywood]",2020-10-25 20:29:25,en,,2.0,1.0,,Empoword Journalism,"We are a woman-led project that looks to unite and empower journalists. 
📩: empowordqueries@gmail.com",567.0,331.0,190.0,1666.0,4.0,False,,,@empowordjournos
"Tell me something funny to watch,  it should not be an Indian news channel.",2020-10-25 20:28:14,en,,0.0,0.0,,Kishan Agarwal,Let's talk about life,834.0,985.0,100.0,159.0,0.0,False,,,@Kishanagarwal_
"@Dhruv_Sanghi_ Its been barely a 2 years OTT has landed in Indian Media market and people are using ""history"" to glorify it.. (irrespective of how good/bad the series is..) #WTF #scam1992",2020-10-25 20:22:46,en,,0.0,0.0,@Dhruv_Sanghi_,🚥,.,1110.0,21850.0,115.0,33.0,0.0,False,,,@pruthvizen
"i was 
relevant news 
but he was 
indian media",2020-10-25 20:16:05,en,,275.0,17.0,,Sakshi Shivdasani,one day I’ll voice a cartoon character and millions of people will find my voice annoying instead of thousands🥰🥰,834.0,652.0,8.0,7248.0,1.0,False,,,@ughshutupsakshi
"#flipkartsupport #flipkartscam #cybersecurity #PMModi #SocialMedia #indianmedia 

flipkart did fraudulent activity with me i have 2000 RS in ny flipcart wallet and they blocked my account from last 20 days.i asked for return my 2000 but no one responded till now. kindly help me. https://t.co/H57W0okg6Q",2020-10-25 20:09:55,en,,0.0,0.0,@NakhvaHimen,Himen nakhva,,28.0,1.0,0.0,1.0,0.0,False,,,@NakhvaHimen
"If you live in INDIA and you want to make hundred of crores daily ,then this app is your friend 😍👇
for install click link below 👇
https://t.co/fF7PdMIf1v

#IndiaTodayTRPchor #indianmedia #indianapp #chattingapp #makefriends #boyfriendsharing #Girlfriends #chat  #indian_chat https://t.co/aO1Cvi9XQA",2020-10-25 20:01:49,en,,3.0,3.0,,Follow Help (reach 1M followers ),"Let's reach 1M followers all ,follow me I follow back 
لنصل ل مليون متابع جميعا قمنا بانشاء هدا الحساب . تابعني اتابعك",68.0,59.0,377.0,118.0,0.0,False,,,@FollowHelpreac1
Explosive exclusive breaking news:  Doctors say 100 million Indians are at risk of hyperventilating to death over the Indian media's reporting of its imaginary war in Pakistan.,2020-10-25 20:00:17,en,,0.0,0.0,,nadeem kazmi,Respect humanity and propagates compassion,962.0,2326.0,56.0,10.0,0.0,False,,,@nadeemgis
"@arjunsethi81 There is a strong correlation between how the Indian media spread outright lies about Pakistan, terrorism, Muslims and now any minority of India.

You have stayed silent and never challenged the anti-Pakistan/muslim narrative and now its a monster which is eating you.",2020-10-25 19:44:53,en,,0.0,0.0,@arjunsethi81,Khublai Khan,Retweets are not endorsements,365.0,54.0,9.0,4.0,0.0,False,,,@khublaikhan
"@youngstarnav @ImranKhanPTI Because Indian media does Pakistan bashing for Modi, not like our media mafia that bashes Pakistan too.",2020-10-25 19:43:25,en,,2.0,0.0,@youngstarnav,Mrs.Raza,,60965.0,60931.0,12.0,361.0,1.0,False,,,@Izhar788
"Arnab is the emperor of Indian media...... India loves you dear.
We can't hit the streets being busy with our everyday...but our hearts with you.
I never watch TV, but now watch your channels for sometime everyday on YouTube to support your fight against Mussolini @OfficeofUT . https://t.co/XuXr5rDoUi",2020-10-25 19:40:10,en,,1.0,1.0,,Ramesh Choutapelly,,100358.0,19544.0,2694.0,5670.0,35.0,False,,,@Choutapelly
"#indianmedia breaks #fakenews once again 
India kindly focus on your work rather then wasting time doing Propoganda against Pakistan #PDMJalsa https://t.co/Fqxd36RL4r",2020-10-25 19:36:06,en,,9.0,2.0,,Alveena Agha,"Anchor Person: Metro1News
Writes@ Daily Times, Pakistan Observer, Financial Daily & etc. 
Ex: Prog Anchor: Business Plus TV, BOL NEWS, PTV & Lecturer Media Psy.",3295.0,4251.0,345.0,2007.0,8.0,False,,,@Alveenaagha
@youngstarnav @ImranKhanPTI Indian media will never bring any proof already BBC has exposed Indian media on fake news but Indian needs brains to judge whats wrong right,2020-10-25 19:35:09,en,,3.0,0.0,@youngstarnav,Darna Burna,save your lives Stay indoors,899.0,103.0,197.0,12.0,0.0,False,,,@VeerJeeImran
"@binarybits @vslira1 @mattyglesias @paulg I worked in Indian media briefly between 2014-15. There was certainly emphasis on quality but also lots of attempts to write saucy headlines etc. We often got instructions directly from the editorial team, so there wasn't really any firewall.",2020-10-25 19:32:50,en,,0.0,0.0,@binarybits,Prabhat Singh,"Tech, Policy and Journalism; @UChicago and @chicagosmayor

I like working on passion projects involving data and narrative.",2539.0,461.0,619.0,107.0,0.0,False,,,@K_singh_P
"Connect the Dots..

#PDM also speaks against these Islands.
So as Indian media..
@umaraqti
@javedhassan

https://t.co/XDEfF1z0k5",2020-10-25 19:26:35,en,,2.0,0.0,,##MZ,,37068.0,136195.0,492.0,541.0,8.0,False,,,@MZubairX
"@CatchTheseWords Also I have same reaction as you to ""visually challenged"", I think because it feels like it's somehow more our fault we can't see, but I've seen it used quite a bit within Indian media and not sure if there's really much pushback there..",2020-10-25 19:22:39,en,,0.0,0.0,@CatchTheseWords,Áine,Journo/writer and campaigner. I live for disability and climate justice. From Aotearoa NZ. I'm blind. She/her. #LongCovid,543.0,3009.0,1065.0,268.0,8.0,False,,,@ainekc95
"@SaleemKhanSafi It's very simple. 

Just watch Indian media and observe to who they are criticizing and to who they are praising.

No need to watch your video.",2020-10-25 19:19:20,en,,0.0,0.0,@SaleemKhanSafi,Syed Hussain,A technologist working for a better future for nextgen of Pakistan.,642.0,374.0,557.0,19.0,0.0,False,,,@imSyedHussain
@ndtv @bts_bighit @BTSW_official It's so great that an Indian news channel came forward and showed BTS about army of India and army BTS 💜,2020-10-25 19:18:24,en,,1.0,0.0,@ndtv,samjk,I love myself,7.0,52.0,13.0,0.0,0.0,False,,,@samjk33239150
"Even though we have heard them saying Namaste India 🇮🇳 a couple of times ..but this one is going to be even more special because they are giving an interview to an Indian News channel...Can't wait till 30 Oct for this interview to telecast
#BTSOnNDTV 
Hoping for the best 💜🇮🇳😇 https://t.co/vKfiyf9K8i",2020-10-25 18:56:17,en,,3.0,0.0,,Sree_lekshmi🍁,love yourself,1070.0,3815.0,92.0,7.0,0.0,False,,,@Sreelek68265039
"@akshayalladi @elmihiro Has any Indian media outlet picked sides that too on behalf of trump? No.  Has  US media? Yes

Have top functionaries of democratic party picked sides on issues in India? Yes. Have top functionaries of bjp? No",2020-10-25 18:49:28,en,,48.0,12.0,@Me_Predictor,Illiberal Democrat,,42010.0,8649.0,4997.0,637.0,9.0,False,,,@Me_Predictor
"@WIONews @palkisu So, campaign against Trump has reached Indian media. Dear @MEAIndia pl tell us how this particular piece of video isn’t hampering our diplomatic relationship? Why is a registered media house in India taking a position on political funding of another country, which has elections.",2020-10-25 18:45:17,en,,4.0,0.0,@WIONews,VigilantEyes,Believer of electoral politics coz it can directly make a difference. Odia. नमामो वयं मातृभूः पुण्यभूस्त्वाम्। त्वया वर्धिताः संस्कृतास्त्वत्सुताः। Mask On.,17474.0,154094.0,923.0,233.0,2.0,False,,,@MadhuChem
"@nfhassan @UmairUsafzai @MaryamNSharif do you believe all statements of indian media? they call pakistan terrorist. do you believe they are telling the truth? if not, how can they tell truth about nawaz?",2020-10-25 18:45:07,en,,0.0,0.0,@nfhassan,Governed Governor,,24280.0,2474.0,590.0,275.0,2.0,False,,,@GovernedG
"@SeemeGRaja74 @MeFixerr @ARYNEWSOFFICIAL Whatever PDM is doing is 100% in line with Indian narrative. There is not a single Jalsa where they haven't maligned PTI and Military.  Now, this statement a separate Balochistan state will be highlight of the Indian media.",2020-10-25 18:45:00,en,,0.0,0.0,@SeemeGRaja74,Nostalgic Musings,Merely a speck in the fabric of #Spacetime. Existance and unfolding of time elates me spiritually.,2710.0,1516.0,51.0,97.0,1.0,False,,,@TimeSpaceMe
"If China issues Fatwas like a Moslem Mulla to independent Indian media to follow Chinese censorship, imagine what it has been doing to Tibetans since 1959 and now to the poor Hong Kongese abandoned by perfidious Albion! https://t.co/88gc52X7kJ",2020-10-25 18:43:15,en,,0.0,0.0,,bijay mishra,"bkmshr@gmail.com
Retweets are not endorsement
Don't construe my retweet as my agreement/alignment.",38832.0,10982.0,3847.0,2276.0,13.0,False,,,@bkmshr
"BTS members Jin, Suga, J Hope, RM, Jimin, V and Jungkook chat with Indian media; Fans go WILD | PINKVILLA https://t.co/oqr9kb6xfJ",2020-10-25 18:42:37,en,,0.0,0.0,,IndianBTSarmy💜💜💜,I just love myself coz if I won't then joonie will cut my eyebrows😭😭😭,1.0,0.0,4.0,0.0,0.0,False,,,@indian_sarmy
"@NasimZehra how pathetic!you are too so sarcastic don't you guys know what indian media want from them they have lit the fire in balochistan please stop it .
حق کو حق کہو",2020-10-25 18:33:03,en,,0.0,0.0,@NasimZehra,Hamza Malik,A devil who smiles like an angel.😈😇 CodeBlooded ||Updated || Computer scientist 👨‍🔬 💻 🖥 || Mobile App Developer 📲⌨️ || مولائی😇,4439.0,14862.0,734.0,241.0,2.0,False,,,@HereHamzaMalik
"Happy Dussehra to all the members Indian media !
Victory of journalism over propaganda! https://t.co/4tIrHoXLLi",2020-10-25 18:30:32,en,,1.0,0.0,,दिनेश सिंह,"A common man with ordinary thinking.
Achche Din wil definitely com....

RTs and QTs r not endorsements.",32992.0,33304.0,635.0,653.0,4.0,False,,,@DineshSinghHere
"Hindu mahashabha leader appeals to hindus AT meerut (uttarpradesh)

""A hindu should spend their 20% earning  money in buy a weapon ,""

No Indian media discuss this even they don't share a headline of peaceful hindu mahashabha 

If this would said by PFI 
All media covers this.",2020-10-25 18:30:19,en,,0.0,0.0,,"mera Bharat mahan hai, तू कोन है बे?",middle class man|deshwadi|jai hind|oo7|nation first|भारत को new zealand बनाना है.kindly follow @yogitabhayana 🇮🇳,7440.0,4991.0,330.0,55.0,0.0,False,,,@withdarkx
@LLCooIH We have soo many issues and problems within us I agree but its not like how western media or Indian media shows that pak is a hell hole for minorities. Pak isn't the best I must say but its not like what u see on biased TV channels I can assure u that much 😊,2020-10-25 18:30:04,en,,1.0,0.0,@pajeetdestroyer,Ali Omer,Pakistaniat,2281.0,9108.0,69.0,67.0,0.0,False,,,@pajeetdestroyer
"Its an article in ' TOI ' about @QueenMrinalini &amp; thank you Mistress for sharing this with us &amp; as per my knowledge (may be i will be wrong) this is the first time that Indian Media posted an update about an Indian BDSM &amp; indian Mistress &amp; yes its a Proud thing.
@QueenMrinalini https://t.co/9NeZZ9KPmw",2020-10-25 18:27:50,en,,28.0,8.0,,Indian Femdom Hub 👠♀️,"👉🏻👉🏻 @goddesscherryxx   👈🏻👈🏻

♀️Promoting and Gathering Indian BDSM/Femdom Community♀️
👉Approach me for Graphic works.
  ♀️ Female Supremacy ♀️",371.0,1359.0,330.0,916.0,1.0,False,,,@India_in_BDSM
"There are people from all over the world every day who follow the Indian media just to see where investigation into SSR's case has reached? and we wonder that nothing happens, we wonder why this delay? Is it possible that investigating agents be complicit? #UnitedGloballyForSSR https://t.co/c5v010OtbJ",2020-10-25 18:26:22,en,,1.0,2.0,,MAR!AN,"Whoever does not love does not know God, because God is love
(1 John 4:8)",5289.0,792.0,2334.0,407.0,1.0,False,,,@ek__hasina__thi
@abbasnasir59 i tau felt like Indian media was facilitating niazi regime,2020-10-25 18:21:24,en,,0.0,0.0,@abbasnasir59,J!T!N,"Patriot, Not A Nationalist 
Peace, Not War 
Inclusive, Not Exclusive
Rights Over Surveillance 
Patriarchy Must Die
Not All Lives But Oppressed Lives Matter",2902.0,2919.0,240.0,63.0,0.0,False,,,@ProudRiceBag
"Terrorist organization are ganging up on the secular Government  &amp; hostile Indian media controlled by evangelists, jihadists &amp; communists lie. They don't  publish crimes happening in non-BJP states. The rate of rape BTW is much less in India than USA,UK, Islamic countries etc",2020-10-25 18:20:53,en,,0.0,0.0,@KUNJIKKANNAN1,KUNJIKKANNAN,patriotism,1048.0,6.0,6.0,0.0,0.0,False,,,@KUNJIKKANNAN1
"Irrelevant news and keeping aside the real issue by Indian news channel is now in trend of getting TRP. There is need for regulation of the content  news telivision channel in India.
WION is only news channel on which someone can trust for truth and real news.
@palkisu @WIONews https://t.co/2jF9QEnWRa",2020-10-25 18:20:42,en,,0.0,0.0,,Ravi Ranjan yadav,,30.0,23.0,163.0,6.0,0.0,False,,,@Raviranjan95726
"Who runs this 'research institute'? Someone who think they are very clever? I ask as this is deliberate obfuscation, an attempt to confuse legitimate domestic political/rights concerns, issues with the 'Karachi civil war' nonsense in Indian media/social media. https://t.co/G0nIuY3JNN",2020-10-25 18:18:56,en,,24.0,3.0,,Abbas Nasir,"Journalist. Was Editor Dawn and Exec Ed AsiaPacific, BBC WS.  I Tweet, RT to have fun. Don't get worked up about my Ts/RTs.",172347.0,40465.0,988.0,241029.0,537.0,False,,,@abbasnasir59
"@rooytomas @rupasubramanya @bainjal @washingtonpost And how about Indian media, who are funding them. Crows will be the same all across. And you ahve black sheeps every where",2020-10-25 18:17:34,en,,0.0,0.0,@rooytomas,WION,"Believer in Indian Constitution, Religion is a personal faith, Politics for nation development. Retweets are not endorsement.",18651.0,11822.0,1005.0,65.0,0.0,False,,,@India_legally
"@WIONews @palkisu The Holier than thou bullshit. And Indian media especially the last of all, can and or will never qualify , not has the eligibility to preach any morals. Sold out vultures..saprophytes get ashamed seeing you. 

And Will support @republic . Rant elsewhere.",2020-10-25 18:15:17,en,,0.0,0.0,@WIONews,Rishinaradhamangalam,"धर्मो रक्षती रक्षतः ।


RTs are not endorsements.",9845.0,22.0,91.0,21.0,0.0,False,,,@Rishinaradhama1
"@MaleehaHashmey #Indian media exposed #PDM alliance with their #terrorist assets in Pak. 

This alliance includes @pmln_org @MediaCellPPP
@MaryamNSharif @NawazSharifMNS @MoulanaOfficial @iamowaisnoorani @HamidMirPAK and some other news anchors.

The State must act now against these #RAW assets",2020-10-25 18:13:38,en,,0.0,0.0,@MaleehaHashmey,AzarM,"Whatever your currency, expect to get your change back in the same.

Immutable voice of a generation passionate to see Pakistan rise again from the ashes.",4514.0,226.0,250.0,111.0,0.0,False,,,@AzarMx
