Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude,Author
"RT @samikm_2003: Indian media never pretended otherwise when @BDUTT, Vir Sanghvi, Prabhu Chawla were caught on tape for fixing ministries a…",14-11-2020 17:07,en,,0,1,,Keshav Dixit,"Thoughts are more important. Hypocrisy is quarantined here. 
राष्ट्र पेहेले
Keshav Dixit.- The Oddvani",344025,48258,1260,2699,0,FALSE,,,@keshda
"RT @soldierspeaks: #HappyDiwali by #PakistanArmy to #IndiaRogueState at #LOC in response to #CFV by #IndianArmy
a day earlier in their alco…",14-11-2020 17:06,en,,0,96,,Ghost in Wires 🇵🇰 ⚡,"The patriot volunteer, fighting for country and his rights, makes the most reliable soldier on earth. #LastSoldierLastBullet

جانباز، جانباز ۔ من جانبازم ۔",7294,5189,413,409,0,FALSE,,,@CyberSoldierx
@Nikhilreturns @An_Observer1947 I do not know why some of us Pakistanis take Indian media news so seriously as if they are telling the truth. let them enjoy it. Anyone with average intelligence could see that the bunkers on either side of the LOC cannot be so visible atop a hillock and that too so barren!,14-11-2020 17:05,en,,0,0,@Nikhilreturns,Shahid Hussain Raja,"Ex-civil servant. Author. https://t.co/BlPf3QuhBD
“There is no greater sorrow than to know another's secret when you cannot help them.”",20610,41075,14703,35857,26,FALSE,,,@Shahid_H_Raja
"@HaqeeqatTVEng World must take serious action against Indian media n their INSANE people who want War n Destruction in Pakistan.
DG ISPR Gave Solid Response to Major Gaurav Arya After 15 Exactly Days https://t.co/2sl9Oe8WkE via @YouTube",14-11-2020 17:05,en,,0,0,@HaqeeqatTVEng,Sadaf,,2487,1435,8,36,0,FALSE,,,@Sadafz_
"RT @soldierspeaks: #HappyDiwali by #PakistanArmy to #IndiaRogueState at #LOC in response to #CFV by #IndianArmy
a day earlier in their alco…",14-11-2020 17:03,en,,0,96,,Muhammad Qasim,,30752,3505,706,410,1,FALSE,,,@Muhamma54935952
"RT @bainjal: Is the Indian media still pretending that Arun Jaitley orphans like Navika Kumar, Coomi Kapoor, Virender Kapoor, P R Ramesh ar…",14-11-2020 17:01,en,,0,184,,SK Jain,"A secular Indian




























                                                   RTs are not endorsement",239680,47432,138,4141,54,FALSE,,,@skjain_05
RT @bainjal: Whatever Obama said about @RahulGandhi he did not say he was a mass murderer in thrall to corporate groups who control the Ind…,14-11-2020 17:00,en,,0,308,,Raks,"Proud Indian, definitely not a religious fanatic, supports INC",9211,20642,1086,448,3,FALSE,,,@raksh65
"@tequieremos Indian media has this habit of showing something from somewhere Unrelevent and after few days they themselves can't recall what this way..... 
Just cooling there JANTA with this Syria/Iraq feed",14-11-2020 16:58,en,,8,0,@tequieremos,احمر ایمن 🇵🇰,"Agar firdaus bar roo-e zameen ast,
Hameen ast-o hameen ast-o hameen ast.

Caged with shackles of DREAMS.
Goes Bed🛏 Late wakes⏰ up Late😜",86,826,49,10,0,FALSE,,,@ahmad_iymon
"RT @whiteHatSnr: THREAD
1. Since Indian media is sold out to #Byjus and #WhiteHatJr let's expose this scam ourselves and also find out who…",14-11-2020 16:58,en,,0,447,,fearPlz 🇮🇳,"I'd rather be hated for who I am, than loved for who I am not.
- Kurt Cobain.

Believes in Equal Rights, Justice, Compassion & The Constitution of India.",31882,37524,2328,1806,1,FALSE,,,@WilfredQuadros
RT @bainjal: Whatever Obama said about @RahulGandhi he did not say he was a mass murderer in thrall to corporate groups who control the Ind…,14-11-2020 16:57,en,,0,308,,Eldest Monk,"Entrepreneur - Renewable Energy, AAP, Chelsea FC, Outdoor, Sarcasm, Humor. RTs are not Endorsements!",22768,50491,422,328,14,FALSE,,,@eldestmonk
"RT @bainjal: Is the Indian media still pretending that Arun Jaitley orphans like Navika Kumar, Coomi Kapoor, Virender Kapoor, P R Ramesh ar…",14-11-2020 16:57,en,,0,184,,Vishal Balecha,,5338,7244,249,16,0,FALSE,,,@vishalbalecha
"RT @ShoaibA97666692: #GilgitBaltistanWithPMIK
The Indian media is so happy that it is giving coverage to Maulana Fazlur Rehman. Earlier, Im…",14-11-2020 16:53,en,,0,29,,Muhammad Ishaq Joiya,"Member of CM Social Media Team Kahror Pacca 
Political Analysts",7957,6368,177,155,0,FALSE,,,@MIshaqJoiya1
RT @ghulamabbasshah: #Indian media is openly admitting that the #IndianArmy killed civilians in #NeelamValley but when they responded in th…,14-11-2020 16:52,en,,0,13,,نواب آف سبز باغ,دنیا نے تیری یاد سے بے گانہ کر دیا !!,61,110,190,130,0,FALSE,,,@GreenGarden555
"RT @KhurramDehwar: Here is an Indian media report on a Karachi Cop busted by NAB in 2017 with 20mil Iranian riyals, half a kilo of gold, do…",14-11-2020 16:51,en,,0,29,,SHAMI0542,"I Know What I'm Capable Of
I Am SomeOne To Fear, Not Hunt!",71336,15031,462,329,16,FALSE,,,@SHAMI0542
"RT @soldierspeaks: #HappyDiwali by #PakistanArmy to #IndiaRogueState at #LOC in response to #CFV by #IndianArmy
a day earlier in their alco…",14-11-2020 16:51,en,,0,96,,اظہر عباس جعفری,"‏‏‏‏‏‏‏‏‏‏‏•میری دعاؤں کو وه درجہ قبو ل ملے
کہ میں جو بھی مانگوں مجھے
صد قہ بتول سے ملے۔⁦
آمین",65496,129838,4312,4524,0,FALSE,,,@AzharJaffri514
"RT @AnshumanSail: Pt. Nehru and his bonding with Sardar Patel have always been misreported by Indian Media and right wingers. 

On Pt. Ji's…",14-11-2020 16:50,en,,0,238,,RB,,5345,3312,462,86,2,FALSE,,,@ranjan_bhat
"@ImranKhanPTI National rhetoric, which is spewing hate like never before. Mad men like Arnab Goswami are the rule not the exception the Indian media. Which are creating hatred against anyone not following their views.",14-11-2020 16:49,en,,0,0,@ImranKhanPTI,Edward shers,"It all will pass. completely neutral , see the good in everything",296,8,65,4,0,FALSE,,,@EdwardShers
"RT @bainjal: Is the Indian media still pretending that Arun Jaitley orphans like Navika Kumar, Coomi Kapoor, Virender Kapoor, P R Ramesh ar…",14-11-2020 16:49,en,,0,184,,Anil Chandy,Veteran|Socialist|Egalitarian|💐,87238,75336,3790,3928,6,FALSE,,,@ChandyAnil
RT @bainjal: Whatever Obama said about @RahulGandhi he did not say he was a mass murderer in thrall to corporate groups who control the Ind…,14-11-2020 16:48,en,,0,308,,Aditya Gupta,"Mech. Engineer | Digital Media Expert | Web Entrepreneur | Political Analyst | Humourist
 
Zonal Coordinator @IYCBihar https://t.co/njFaXUSUtk",160249,429772,4274,1474,3,FALSE,,,@researchAditya
"RT @soldierspeaks: #HappyDiwali by #PakistanArmy to #IndiaRogueState at #LOC in response to #CFV by #IndianArmy
a day earlier in their alco…",14-11-2020 16:48,en,,0,96,,nazia hassan🇵🇰,If you show weaknesses  in the front of enemy.then wolves also becomes lions..love  #pakarmy @imrankhanPTI #isi #kashmir #palestine,12456,14651,2976,2694,2,FALSE,,,@nazzhass
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",14-11-2020 16:46,en,,0,2329,,KSN,"Live life to the fullest. Also don't forget you have responsibilities towards your family,frnds and country. #ProudIndian",18559,19150,12,65,1,FALSE,,,@ksn7dec
"RT @goldenarcher: I was the first journalist in India who reported the Doklam incursion, and it happened by chance. I realized it much late…",14-11-2020 16:46,en,,0,2,,Sandeep Mukherjee,"Management Consultant, Sports&Fitness, Behavioural Counselor, Astrologer, Military Historian : https://t.co/CntFgyacbR",76345,51766,2178,1682,7,FALSE,,,@Libertarian196
"RT @whiteHatSnr: THREAD
1. Since Indian media is sold out to #Byjus and #WhiteHatJr let's expose this scam ourselves and also find out who…",14-11-2020 16:45,en,,0,447,,பச்சக்கிளி - மாமனார்ஸ் லிட்டில் ப்ரின்ஸ் 🦜,"DM is open to help depression. I am not a doctor, but got QPR training and i am a good listener. Read #பச்சக்கிளி_அகவல்கள் மற்றும் #கிளி_ட்ரான்சல்ஸ் and relax..",81681,1858,436,6922,9,FALSE,,,@pachchakkili
@SyyedSuhail Sir u looking stunning today. Most handsome achor of indian media .,14-11-2020 16:45,en,,1,0,@SyyedSuhail,Rishika,,2,9,6,0,0,FALSE,,,@Rishika09695324
"RT @iamrijoy: Media:

While American media are brave enough to criticize the ruling party, Indian media are just the devotees of the ruling…",14-11-2020 16:45,en,,0,23,,SANNA,Tweet to re-tweet 🐦,673,1719,99,7,0,FALSE,,,@_SANNA8_
"RT @iamrijoy: Journalism:

Majority of the mainstream journalists in India are slaves of ruling party.Instead of reporting the news as it i…",14-11-2020 16:45,en,,0,18,,SANNA,Tweet to re-tweet 🐦,673,1719,99,7,0,FALSE,,,@_SANNA8_
"RT @soldierspeaks: #HappyDiwali by #PakistanArmy to #IndiaRogueState at #LOC in response to #CFV by #IndianArmy
a day earlier in their alco…",14-11-2020 16:45,en,,0,96,,فر خ شہزاد,Accounts Officer (عام آدمی),18609,36221,1214,1160,2,FALSE,,,@Farrukh5494580
"RT @soldierspeaks: #HappyDiwali by #PakistanArmy to #IndiaRogueState at #LOC in response to #CFV by #IndianArmy
a day earlier in their alco…",14-11-2020 16:44,en,,0,96,,🇵🇰Hatf🇵🇰,"Hatf, is a swords belonging to The Prophet Mohammed (PBUH). 
🇵🇰Pakistan🇵🇰
@_AlifLaamMeem_
@_WeBleedGreen_
@_SilentWarrior_   
@_SSG_PAK_
@_Hatf_
@_Group786_",232,31,607,38,0,FALSE,,,@_Hatf_
"RT @geetv79: Imagine Mo-Sha's/BJP-RSS' lawsuit being thrown out by any Indian court.

Imagine ECI working independently. 
Imagine FB &amp; Indi…",14-11-2020 16:44,en,,0,59,,Vishnu varadan,திமுக தகவல் தொழில் நுட்ப அணி. உடுமலைப்பேட்டை.,8052,1588,1421,555,1,FALSE,,,@Vishnuvaradan19
"RT @iamrijoy: Journalism:

Majority of the mainstream journalists in India are slaves of ruling party.Instead of reporting the news as it i…",14-11-2020 16:43,en,,0,18,,nicky,"designer, fashion addict.
MY DP IMAGE WILL HAUNT ARNAB FOR LIFE. THE FEAR CRY ON HIS FACE SEEING DEATH.",3632,9944,149,64,0,FALSE,,,@nicky77641075
"RT @iamrijoy: Media:

While American media are brave enough to criticize the ruling party, Indian media are just the devotees of the ruling…",14-11-2020 16:43,en,,0,23,,nicky,"designer, fashion addict.
MY DP IMAGE WILL HAUNT ARNAB FOR LIFE. THE FEAR CRY ON HIS FACE SEEING DEATH.",3632,9944,149,64,0,FALSE,,,@nicky77641075
"I was the first journalist in India who reported the Doklam incursion, and it happened by chance. I realized it much later when it broke on Indian media 10 days later. Have a look👇 https://t.co/FMJGnS2Nic

Story here: https://t.co/kIJRnEf3Kq

Cc: @Libertarian196 @ParaRjs https://t.co/tHlcmPIJz9",14-11-2020 16:41,en,,2,2,,JB 🇮🇳,"Journalist with conscience. Curious about astronomy, cinema, communications, digital media, geostrategy, human rights, military, tech, and wildlife. DM open.",134034,2502,72,1761,101,FALSE,,,@goldenarcher
"RT @bainjal: Is the Indian media still pretending that Arun Jaitley orphans like Navika Kumar, Coomi Kapoor, Virender Kapoor, P R Ramesh ar…",14-11-2020 16:39,en,,0,184,,Samir Chandra 🤚,Indian🇮🇳 Humanity above all,8943,3298,3966,776,2,FALSE,,,@samirchandra_13
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",14-11-2020 16:39,en,,0,2329,,Joy Dsouza,,52,17,78,3,0,FALSE,,,@JoyDsou16421221
"RT @soldierspeaks: #HappyDiwali by #PakistanArmy to #IndiaRogueState at #LOC in response to #CFV by #IndianArmy
a day earlier in their alco…",14-11-2020 16:38,en,,0,96,,Hira Akram🇵🇰🇹🇷🤝,"studied English literature👩‍🎓🥳 
Patriot🇵🇰💚
fan of @peaceforchange and Pak Armed Forces💥⚡🔥
Keep Calm and Trust Pak Army❤️🇵🇰 ✊
پاکستان ہمیشہ پائندہ باد",8238,19540,3491,1772,1,FALSE,,,@RajputGirl78
RT @bainjal: Whatever Obama said about @RahulGandhi he did not say he was a mass murderer in thrall to corporate groups who control the Ind…,14-11-2020 16:38,en,,0,308,,Deepak Gupta,,4243,25469,665,54,0,FALSE,,,@DeepakG90012566
"RT @soldierspeaks: #HappyDiwali by #PakistanArmy to #IndiaRogueState at #LOC in response to #CFV by #IndianArmy
a day earlier in their alco…",14-11-2020 16:38,en,,0,96,,Muhammad Saqlain,Love For Pakistan - Marna To aik Din Sab Ko hai....Kyun Naa is Mulk k liya Larta Hua Marein.......♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰,3672,4153,175,93,0,FALSE,,,@Markhor890
"RT @bainjal: Is the Indian media still pretending that Arun Jaitley orphans like Navika Kumar, Coomi Kapoor, Virender Kapoor, P R Ramesh ar…",14-11-2020 16:37,en,,0,184,,debashish tarafdar,All actions are toxic if not powered by love. Love alone is peace. Amen.,107876,130304,201,273,14,FALSE,,,@baputee
"RT @ShoaibA97666692: #GilgitBaltistanWithPMIK
The Indian media is so happy that it is giving coverage to Maulana Fazlur Rehman. Earlier, Im…",14-11-2020 16:37,en,,0,29,,Janshear Khan,Member of CM Social Media Team Kahror Pacca.                                                     Political Analysts.,3281,1850,72,99,0,FALSE,,,@janshear143
@TheMeghdoot Everyone is lying. We already know Indian media is terrible.,14-11-2020 16:36,en,,0,0,@TheMeghdoot,irtizaali,,175,12,11,12,0,FALSE,,,@irtizaali
"RT @Nas_k27: Today what @SMQureshiPTI &amp; @OfficialDGISPR revealed proofs, documents,audio recordings of India being involved in terrorism IN…",14-11-2020 16:36,en,,0,13,,Sufi,A passionate Pakistani. An art lover & a humanitarian. A Sufi ideologist. #IKFan,52874,27350,364,496,3,FALSE,,,@elitedoc
"RT @whiteHatSnr: THREAD
1. Since Indian media is sold out to #Byjus and #WhiteHatJr let's expose this scam ourselves and also find out who…",14-11-2020 16:35,en,,0,447,,Divine Bovine,A carefully careless decorous lad ;) Passionate Biker | Calvin & Hobbes Fanatic | Designer | Coder | Engineer | ✈️Enthusiast | TU9 Alumnus |,40933,9810,1977,858,9,FALSE,,,@DesiSage
"RT @soldierspeaks: #HappyDiwali by #PakistanArmy to #IndiaRogueState at #LOC in response to #CFV by #IndianArmy
a day earlier in their alco…",14-11-2020 16:34,en,,0,96,,AizazibnAziz,Very Fond Of Almighty Allah SWT And His Prophet Mohammad {SAW} And His Companions R.A.  Defender An Artist And An Engineer of Some Note. #LongLive Palestinian.,1868,3955,2206,75,0,FALSE,,,@aizazaziz371
"RT @bainjal: Is the Indian media still pretending that Arun Jaitley orphans like Navika Kumar, Coomi Kapoor, Virender Kapoor, P R Ramesh ar…",14-11-2020 16:34,en,,0,184,,new_school,Congress follower.,71707,120918,197,638,0,FALSE,,,@PVasanthibai
"Indian media never pretended otherwise when @BDUTT, Vir Sanghvi, Prabhu Chawla were caught on tape for fixing ministries and portfolios. You missed the bus. https://t.co/7tWnjjsWnQ",14-11-2020 16:34,en,,2,1,,s.m,,184951,82943,3582,712,20,FALSE,,,@samikm_2003
RT @bainjal: Whatever Obama said about @RahulGandhi he did not say he was a mass murderer in thrall to corporate groups who control the Ind…,14-11-2020 16:34,en,,0,308,,Tired Human,Humans Are The Virus. Tired of taking the Moral High Ground!!!,42931,22548,182,92,0,FALSE,,,@Sameera24661730
"RT @bainjal: Is the Indian media still pretending that Arun Jaitley orphans like Navika Kumar, Coomi Kapoor, Virender Kapoor, P R Ramesh ar…",14-11-2020 16:33,en,,0,184,,Geet V,"Believe humanism with justice & fair play is above all. Skeptic & liberal. Time to stand up, speak up& save our diverse, free country from bigotry & fascism",684465,441158,7560,90216,295,FALSE,,,@geetv79
"RT @soldierspeaks: #HappyDiwali by #PakistanArmy to #IndiaRogueState at #LOC in response to #CFV by #IndianArmy
a day earlier in their alco…",14-11-2020 16:33,en,,0,96,,Anees Khan Lodhi,Mission 2022 ✍️🇭🇺🇵🇰,219069,308638,410,8660,13,FALSE,,,@aneeslodhi09
"RT @bainjal: Is the Indian media still pretending that Arun Jaitley orphans like Navika Kumar, Coomi Kapoor, Virender Kapoor, P R Ramesh ar…",14-11-2020 16:33,en,,0,184,,WE SHALL OVERCOME SOMEDAY !!!,"Peace !! Love !! Joy!!

Is talking about Unity a baised viewpoint ??? A Mumbai based Lawyer . Retweets are not necessarily endorsements .",20010,18851,3108,875,0,FALSE,,,@vishalmali79
"RT @bainjal: Is the Indian media still pretending that Arun Jaitley orphans like Navika Kumar, Coomi Kapoor, Virender Kapoor, P R Ramesh ar…",14-11-2020 16:32,en,,0,184,,Rahul Pradhan,"Vision for new emerging india. Hardcore Nationalist. Enterprenuar. Humanity, nature lover, travel, public issues. Tweets are personal. RT not endorsement.",18054,9089,1415,321,3,FALSE,,,@rahul100v
"RT @MahilaCongress: Will the Indian media debate this? A debate with hard facts, sans the rhetoric? 
#BJPBringsRecession https://t.co/AtNKQ…",14-11-2020 16:31,en,,0,62,,Sanghamitra Das,"President, Karimganj District Mahila Congress",2769,2782,65,42,0,FALSE,,,@sanghamitra_inc
"@joybhattacharj @pic12483592 @vasista_manu @DipaKarmakar @Leander Such is Indian media's reputation,not viewers fault",14-11-2020 16:31,en,,0,0,@joybhattacharj,FARMER,"Dedicated to growing world class quality grape.❤️Volleyball.❤️Euphoria /Palash Sen.
❤️The Black Swan, Blink, A Thousand Splendid Suns.........",2833,8027,411,61,0,FALSE,,,@gaurav_malode
"RT @geetv79: Imagine Mo-Sha's/BJP-RSS' lawsuit being thrown out by any Indian court.

Imagine ECI working independently. 
Imagine FB &amp; Indi…",14-11-2020 16:30,en,,0,59,,𝐇𝐀𝐌𝐃𝐀𝐍 𝐒𝐀𝐘𝐄𝐃,𝐈𝐍𝐃𝐈𝐀𝐍 𝐁𝐘 𝐁𝐈𝐑𝐓𝐇 | 𝐂𝐎𝐍𝐆𝐑𝐄𝐒𝐒𝐈 𝐁𝐘 𝐂𝐇𝐎𝐈𝐂𝐄 |𝐌𝐘 𝐓𝐈𝐌𝐄 𝐖𝐈𝐋𝐋 𝐂𝐎𝐌𝐄 | 𝐈𝐍𝐂 𝐈𝐘𝐂 𝐌𝐀𝐑𝐓𝐈𝐀 𝐃𝐔𝐌 𝐓𝐀𝐊 𝐂𝐎𝐍𝐆𝐑𝐄𝐒𝐒,103641,128615,4040,5104,9,FALSE,,,@hamdansayedinc
"@LintoTh16457544 @satnam81556668 @narendramodi Media in india is overrated , wouldn't watch it even if he did interviews. Media is for sheeps. Specially indian media which has priorities set equal to trash.
Also Trump ne interview kiya isi liye uske words ko itna twist bhi kiya gaya nah. N also democracy? 😂 JK",14-11-2020 16:29,en,,1,0,@LintoTh16457544,Dario_AD21,"Gamer.
Amateur content creator.
Writer.",240,1420,99,3,0,FALSE,,,@Ad21Dario
"RT @samikhanzada09: @Shafqat_Mahmood #MyKashmirIsBurning🔥 
dear sir enjoy🤐😡😡
See Indian media how they celebrating diwali they killed innoc…",14-11-2020 16:28,en,,0,1,,کشمیری شہزادی👸👑,"‏‏‏‏‏‏‏ ‎‎‎‎#JKBNM
#JK_BNM",22734,21733,1252,1374,0,FALSE,,,@D_of_Kashmir
"RT @soldierspeaks: #HappyDiwali by #PakistanArmy to #IndiaRogueState at #LOC in response to #CFV by #IndianArmy
a day earlier in their alco…",14-11-2020 16:28,en,,0,96,,‏🇵🇰کرنل (ر) افتخــــار نقـــــوی🇵🇰,"‏‏‏‏‏‏‏‏‏‏‏‏‏‎‎‎‎‎‎‎‎‎‎‎‎‎#Analyst ‎‎‎‎‎#Politics
‏‏معاشرے میں تبدیلی آواز اٹھانے سے آتی ہے۔خاموش مردے رہتے ہیں۔فالو کرنا عزت ہے۔
‎‎‎‎‎#قلمکار",115993,68436,42752,47336,11,FALSE,,,@Iftikhar_hyder
RT @bainjal: Whatever Obama said about @RahulGandhi he did not say he was a mass murderer in thrall to corporate groups who control the Ind…,14-11-2020 16:27,en,,0,308,,D.p.pandey,"Uttar Pradesh youth congress 
leadership,Mathura congress 
leadership",18587,18019,912,460,0,FALSE,,,@Dppande83569693
"RT @bainjal: Is the Indian media still pretending that Arun Jaitley orphans like Navika Kumar, Coomi Kapoor, Virender Kapoor, P R Ramesh ar…",14-11-2020 16:27,en,,0,184,,Kaushik Rajani,,35663,6108,4112,2025,9,FALSE,,,@knrajani
@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.,14-11-2020 16:26,en,,0,37,,Mubashar Khan Jadoon,PTI volunteer for #NeyaPakistan . تبدیلی رضاکار,9562,302,59,70,0,FALSE,,,@JadoonMubashar
RT @bainjal: Whatever Obama said about @RahulGandhi he did not say he was a mass murderer in thrall to corporate groups who control the Ind…,14-11-2020 16:25,en,,0,308,,An Indian,"Being optimistic...I am against fascist, hatred mongers, fanatics & extremist of any religion, community whoever try to disintegrate Secular fabric of India..",18126,22095,304,211,0,FALSE,,,@ParvezAliShaik9
"RT @Nas_k27: Today what @SMQureshiPTI &amp; @OfficialDGISPR revealed proofs, documents,audio recordings of India being involved in terrorism IN…",14-11-2020 16:25,en,,0,13,,Tariq Munir Bhatti,"The most loyal friends you can have in your life are the ones that pray for you. 🙏
Retweets are not endorsements",21515,92626,530,355,0,FALSE,,,@TMunir63
"RT @bainjal: Is the Indian media still pretending that Arun Jaitley orphans like Navika Kumar, Coomi Kapoor, Virender Kapoor, P R Ramesh ar…",14-11-2020 16:25,en,,0,184,,PINANK NAHAR,A FARMER.A COMMON MAN AND PURE CONGRESSI.SANGHI AUR BJP WALE DUR RAHE.,170647,128471,1587,1633,0,FALSE,,,@imPnahar99
"RT @whiteHatSnr: THREAD
1. Since Indian media is sold out to #Byjus and #WhiteHatJr let's expose this scam ourselves and also find out who…",14-11-2020 16:24,en,,0,447,,Jaimine,"#Libertarian | Professor | Blogger | YouTuber |
#FreeTibet #TaxationIsTheft #Buddhism #tlot",9791,23,702,598,2,FALSE,,,@jaiminism
"RT @soldierspeaks: #HappyDiwali by #PakistanArmy to #IndiaRogueState at #LOC in response to #CFV by #IndianArmy
a day earlier in their alco…",14-11-2020 16:24,en,,0,96,,Nokhaiz Alam Shah,"‏قران کہتا ہے❤️
فَإِنَّ مَعَ الْعُسْرِ يُسْرًا إِنَّ مَعَ الْعُسْرِ يُسْرًا
بیشک تنگی کے بعد کشادگی ہے💯🥰",735,1598,1307,612,0,FALSE,,,@AlamNokhaiz
"RT @soldierspeaks: #HappyDiwali by #PakistanArmy to #IndiaRogueState at #LOC in response to #CFV by #IndianArmy
a day earlier in their alco…",14-11-2020 16:22,en,,0,96,,Daniel FreeKashmir,“Real generosity is anonymous to the extent that a man should be prepared even to be considered ungenerous rather than explain it to others.”,30549,32531,1304,490,1,FALSE,,,@Ray_Enlighten
RT @bainjal: Whatever Obama said about @RahulGandhi he did not say he was a mass murderer in thrall to corporate groups who control the Ind…,14-11-2020 16:22,en,,0,308,,Jaydeep Doshi,"Member Congress(INC), Fellow-AIPC (Mumbai North)",187061,245955,4976,1727,0,FALSE,,,@jaydeepdoshi13
RT @bainjal: Whatever Obama said about @RahulGandhi he did not say he was a mass murderer in thrall to corporate groups who control the Ind…,14-11-2020 16:19,en,,0,308,,Jagdish Vaidya,,82286,278,3869,257,3,FALSE,,,@jmvaidya
RT @bainjal: Whatever Obama said about @RahulGandhi he did not say he was a mass murderer in thrall to corporate groups who control the Ind…,14-11-2020 16:19,en,,0,308,,Ruchi Mishra,RTs r not endorsements,62747,90989,976,431,0,FALSE,,,@RuchiMi56784293
"RT @soldierspeaks: #HappyDiwali by #PakistanArmy to #IndiaRogueState at #LOC in response to #CFV by #IndianArmy
a day earlier in their alco…",14-11-2020 16:19,en,,0,96,,Israr Ali میرانی 🇵🇰,"Proud Pakistani And سندھی 🇵🇰, Defence & Aviation Enthusiast And an Avid Reader,😋(The son of a Soldier)",6744,3561,1463,172,1,FALSE,,,@israralimirani5
Even their own ppl aren't accepting their fake claim. 😂 level of stupidity of indian media. https://t.co/RAiVUPC1ar,14-11-2020 16:19,en,,1,0,,Salman Afzal,Economist...,2868,7885,415,106,0,FALSE,,,@salmanafzalshah
"RT @ShoaibA97666692: #GilgitBaltistanWithPMIK
The Indian media is so happy that it is giving coverage to Maulana Fazlur Rehman. Earlier, Im…",14-11-2020 16:18,en,,0,29,,KHURRAM BUTTAR,,25312,87714,2863,2083,0,FALSE,,,@KSBUTTAR786
"RT @soldierspeaks: #HappyDiwali by #PakistanArmy to #IndiaRogueState at #LOC in response to #CFV by #IndianArmy
a day earlier in their alco…",14-11-2020 16:18,en,,0,96,,RAJA GHAZANFAR HAYAT,Attorney at Law,18106,32379,4452,771,5,FALSE,,,@handsum538
@ajeya95 @Taxman_Sachin @kakar_harsha @SMQureshiPTI If someone stands by his lie then it doesn't mean that it's true. This philosophy is followed by indian media but not by sane people,14-11-2020 16:17,en,,0,0,@ajeya95,Wajih Khan 🇵🇰,Mechatronics Engineer | Researcher | Liverpool FC ❤️,3335,25695,195,243,1,FALSE,,,@wajih_ak
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",14-11-2020 16:17,en,,0,2329,,Ravinandan Tiwari,"Optimization the only aim .Tweets are not aimed to harm anyone.RT doesn't mean endorsement. Clapperclaws will be returned with heavy GST⚠️
जय हिंद 🇮🇳 🇮🇳",77030,56678,759,1574,1,FALSE,,,@ravinan30310294
"RT @soldierspeaks: #HappyDiwali by #PakistanArmy to #IndiaRogueState at #LOC in response to #CFV by #IndianArmy
a day earlier in their alco…",14-11-2020 16:17,en,,0,96,,Proud PAKistani 🇵🇰🏴󠁧󠁢󠁥󠁮󠁧󠁿,"Pakistan🇵🇰 comes first✌️Proud Muslim,Pakistani Brit 🏴󠁧󠁢󠁥󠁮󠁧󠁿 Pukhtoon. PakistanZindabad...!!!@propakistani78 back up acc...Kashmir🍁 & Palestine 🇵🇸✌️✊",1293,4126,1301,269,0,FALSE,,,@Propakistani73
RT @bainjal: Whatever Obama said about @RahulGandhi he did not say he was a mass murderer in thrall to corporate groups who control the Ind…,14-11-2020 16:16,en,,0,308,,محمد خالدKhalid 🤚,Staunch Congress supporter.,76750,139152,4066,1022,0,FALSE,,,@i_m_47
"RT @AnshumanSail: Pt. Nehru and his bonding with Sardar Patel have always been misreported by Indian Media and right wingers. 

On Pt. Ji's…",14-11-2020 16:15,en,,0,238,,debashish tarafdar,All actions are toxic if not powered by love. Love alone is peace. Amen.,107876,130304,201,273,14,FALSE,,,@baputee
"RT @bainjal: Is the Indian media still pretending that Arun Jaitley orphans like Navika Kumar, Coomi Kapoor, Virender Kapoor, P R Ramesh ar…",14-11-2020 16:14,en,,0,184,,Kashyap Keni,"Engineer, sportsman & literati
Business leader @ VerGo Pharma & maverick investor
@StoaHQ GMP1
Building a Pharma titan to serve the world",9737,1852,565,122,0,FALSE,,,@kashyapkeni94
"RT @soldierspeaks: #HappyDiwali by #PakistanArmy to #IndiaRogueState at #LOC in response to #CFV by #IndianArmy
a day earlier in their alco…",14-11-2020 16:14,en,,0,96,,Şຖ໐ຟ جون 🇵🇰,"One day you'll realize how much I cared°
¶ I'm a man of my words¶
#PakistanComesFirst 🇵🇰 
#LovePakArmy 💝
#Trendsetter #Proudly_Leading
Team👉@Defenders_of_PK",58777,19497,3471,3213,0,FALSE,,,@Jonthoughts01
"RT @soldierspeaks: #HappyDiwali by #PakistanArmy to #IndiaRogueState at #LOC in response to #CFV by #IndianArmy
a day earlier in their alco…",14-11-2020 16:13,en,,0,96,,Patriot🇵🇰,A Pakistani,979,1246,206,46,0,FALSE,,,@Patriot32264891
